name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_rate,ranking_per_event_B
Ronny Escobar,CHI,3901,,8.33,5,5,0,0,0,0,0,1,7,3,26,25,0.04,1.666
Teeraphon Boondech,THA,3938,,8.25,2,2,0,0,0,0,0,0,3,0,11,10,0.0,4.125
Danila Yamchuk,LAT,4155,,8.23,6,6,0,0,0,0,0,0,1,0,1,30,0.0,1.3716666666666668
Silviu Corciovei,ROU,4966,,8.16,3,3,0,0,0,0,0,0,3,0,15,15,0.0,2.72
Daragh O Connor,IRL,2590,,8.0,3,3,0,0,0,0,0,1,7,2,20,15,0.06666666666666667,2.6666666666666665
Keith Bradbury,GBR,4910,,8.0,2,2,0,0,0,0,0,0,5,0,14,10,0.0,4.0
Jonathon Gonzalez,USA,1822,,8.0,1,1,0,0,0,0,0,0,2,0,8,5,0.0,8.0
Sergei Sinitcyn,RUS,48,,8.0,1,1,0,0,0,0,0,1,3,3,8,5,0.2,8.0
Calrin Curtis,RSA,1052,,8.0,2,2,0,0,0,0,0,0,8,0,21,10,0.0,4.0
Yongcheng Liu,CHN,2999,,8.0,2,2,0,0,0,0,0,1,6,3,25,10,0.1,4.0
Christoph Hanke,GER,2014,167.0,8.0,4,4,0,0,0,0,0,5,15,15,37,20,0.25,2.0
Alejandro Martinez  Cordero,MEX,6403,,8.0,2,2,0,0,0,0,0,0,3,0,10,10,0.0,4.0
Keiichiro Korenaga,JPN,2273,,8.0,2,2,0,0,0,0,0,1,5,5,16,10,0.1,4.0
Charlie Schreiber,USA,1893,,8.0,2,2,0,0,0,0,0,2,4,8,18,10,0.2,4.0
Eirik Birkelund Olsen,NOR,5036,,8.0,1,1,0,0,0,0,0,2,3,6,6,5,0.4,8.0
Ashleigh Wolsey-Heard,GBR,6093,,8.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,8.0
Keenan Takahashi,USA,1959,,8.0,1,1,0,0,0,0,0,0,4,0,12,5,0.0,8.0
Tomas  Vila,ARG,6115,,8.0,1,1,0,0,0,0,0,2,2,3,2,5,0.4,8.0
Alistair Earley,AUS,2507,,7.66,5,5,0,0,0,0,0,5,11,11,32,25,0.2,1.532
Sebastian M Montes,ARG,6391,,7.66,3,3,0,0,0,0,0,2,5,4,10,15,0.13333333333333333,2.5533333333333332
Markus Jung,GER,5627,,7.66,1,1,0,0,0,0,0,2,4,4,15,5,0.4,7.66
Carlos Augusto Gouveia,BRA,4855,,7.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.5
Justin Jones,CAN,4856,,7.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.5
Athanasios Chtenas,GRE,4800,,7.5,2,2,0,0,0,0,0,0,5,0,15,10,0.0,3.75
Anderson Gouveia,BRA,3134,,7.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.5
Hector Lopez Valdez,MEX,6393,,7.5,2,2,0,0,0,0,0,1,2,8,9,10,0.1,3.75
Matteo Manzoni,ITA,923,,7.33,3,3,0,0,0,0,0,3,7,11,24,15,0.2,2.4433333333333334
Muhammad Ferza Fernada Abdi,INA,13548,,7.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.0
Martin Kuhnel,USA,1759,,7.0,2,2,0,0,0,0,0,1,4,2,10,10,0.1,3.5
Jan De Smit,BEL,6280,,7.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,7.0
Bart Van Raaij,NED,5305,,7.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,7.0
Lawrence Bogeschdorfer,AUT,1317,,7.0,2,2,0,0,0,0,0,0,6,0,19,10,0.0,3.5
Paolo  Rivadeneira,ECU,3242,,7.0,1,1,0,0,0,0,0,0,1,0,16,5,0.0,7.0
Lars Bell,GER,5386,,7.0,1,1,0,0,0,0,0,2,3,4,4,5,0.4,7.0
Ivaylo Radkov,BUL,2421,,7.0,1,1,0,0,0,0,0,0,4,0,21,5,0.0,7.0
Carlos Eduardo García Verduzco,MEX,6087,,7.0,1,1,0,0,0,0,0,1,1,2,1,5,0.2,7.0
Phanuphong Bunprakop,THA,3931,,7.0,1,1,0,0,0,0,0,0,1,0,9,5,0.0,7.0
Rudi Moroder,ITA,4946,,7.0,1,1,0,0,0,0,0,2,4,8,13,5,0.4,7.0
Sunghoon Park,KOR,2120,165.0,7.0,1,1,0,0,0,0,0,0,1,0,5,5,0.0,7.0
Minsung Han,KOR,13553,,7.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,7.0
Leonardo De Rivero Huaman,PER,7464,,7.0,1,1,0,0,0,0,0,1,2,4,9,5,0.2,7.0
Daehyeon Kwon,KOR,6367,,7.0,1,1,0,0,0,0,0,1,4,3,12,5,0.2,7.0
Frank Jaenecke,GER,5983,,7.0,1,1,0,0,0,0,0,0,3,0,9,5,0.0,7.0
German David Sanchez,MEX,9933,,6.5,1,1,0,0,0,0,0,0,1,0,6,5,0.0,6.5
Evgeniy Chernyshev,RUS,4875,,6.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.5
Ryan Copeland,USA,1896,,6.5,1,1,0,0,0,0,0,1,2,2,3,5,0.2,6.5
Pim Cattenstart,NED,4900,,6.5,1,1,0,0,0,0,0,0,3,0,10,5,0.0,6.5
Gyula Juhasz,HUN,4754,,6.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.5
Artem Galushko,RUS,4876,,6.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.5
Ville Tiukuvaara,CAN,6390,,6.5,1,1,0,0,0,0,0,0,3,0,9,5,0.0,6.5
Mateus Rodrigues Bellotto,BRA,11836,,6.5,5,5,0,0,0,0,0,0,6,0,20,25,0.0,1.3
Axel Lindfors,FIN,12459,,6.33,5,5,0,0,0,0,0,2,11,6,32,25,0.08,1.266
Alexey Molchanov,KAZ,3360,,6.33,1,1,0,0,0,0,0,1,1,1,1,5,0.2,6.33
Kanat Egizbayev,KAZ,6407,,6.33,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.33
Sangam Kc,NEP,4183,,6.25,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.25
Mohd Hazlee,SGP,3624,,6.25,1,1,0,0,0,0,0,0,3,0,11,5,0.0,6.25
Björn Strömberg,SWE,4967,,6.0,2,2,0,0,0,0,0,1,3,1,9,10,0.1,3.0
Paul Brand,NED,3607,180.0,6.0,1,1,0,0,0,0,0,2,3,6,10,5,0.4,6.0
Francesco Carta,ITA,4979,,6.0,1,1,0,0,0,0,0,1,3,2,10,5,0.2,6.0
Andrew Post,CAN,4911,,6.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,6.0
Nicholas Picarella,USA,1732,,6.0,1,1,0,0,0,0,0,0,4,0,15,5,0.0,6.0
Gregers Gatzwiller,DEN,6159,,6.0,2,2,0,0,0,0,0,2,5,4,14,10,0.2,3.0
Alessio Gosso,ITA,6163,,6.0,1,1,0,0,0,0,0,2,4,8,11,5,0.4,6.0
Jake Tiger,CAN,1606,,6.0,4,4,0,0,0,0,0,1,8,3,32,20,0.05,1.5
Alexander Ledovskikh,UKR,5997,,6.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,6.0
Panayiotis Sotiris,GRE,5998,,6.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,6.0
Tomas Chicaiza,ECU,12740,175.0,6.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6.0
Hongil Kim,KOR,2045,,6.0,1,1,0,0,0,0,0,2,3,10,10,5,0.4,6.0
Pietro Biagini,ITA,911,,6.0,1,1,0,0,0,0,0,0,4,0,11,5,0.0,6.0
Georgy Derkachev,RUS,83,,6.0,1,1,0,0,0,0,0,0,3,0,15,5,0.0,6.0
Konstantin Mitin,RUS,238,,6.0,3,3,0,0,0,0,0,2,8,5,28,15,0.13333333333333333,2.0
Erick Morales,GUA,4189,,6.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,6.0
Alex Pearlstein,USA,1821,,6.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,6.0
Scott Williams,CAN,1624,,6.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,6.0
José Alejandro Sauceda Rodríguez,MEX,13636,,5.66,2,2,0,0,0,0,0,0,1,0,1,10,0.0,2.83
Pietro Vidi,ITA,12815,,5.66,2,2,0,0,0,0,0,2,5,9,14,10,0.2,2.83
Lasse Von Freier,GER,3778,,5.5,2,2,0,0,0,0,0,0,8,0,24,10,0.0,2.75
Noah Ridge,USA,1723,,5.5,1,1,0,0,0,0,0,1,4,3,9,5,0.2,5.5
Luca Baltensperger,SUI,4794,,5.5,1,1,0,0,0,0,0,1,3,1,3,5,0.2,5.5
Sadra Torkamanboutorabi,IRI,3508,,5.5,3,3,0,0,0,0,0,1,8,5,51,15,0.06666666666666667,1.8333333333333333
Mohammadamin Yazdizad,IRI,3548,,5.5,3,3,0,0,0,0,0,1,3,7,21,15,0.06666666666666667,1.8333333333333333
Alexander Vasilets,BLR,4880,,5.0,1,1,0,0,0,0,0,0,3,0,5,5,0.0,5.0
Alexander Maslov,RUS,4879,,5.0,1,1,0,0,0,0,0,1,4,2,6,5,0.2,5.0
Oleg Pokusaiev,UKR,1475,,5.0,1,1,0,0,0,0,0,2,4,9,15,5,0.4,5.0
Amiad Lipman,ISR,4016,,5.0,2,2,0,0,0,0,0,1,4,2,21,10,0.1,2.5
Taito Nakagami,JPN,2306,,5.0,1,1,0,0,0,0,0,3,5,10,16,5,0.6,5.0
Ned Middlehurst,AUS,2519,,5.0,3,3,0,0,0,0,0,1,7,3,21,15,0.06666666666666667,1.6666666666666667
Sergej Epih,SLO,5033,,5.0,1,1,0,0,0,0,0,0,2,0,4,5,0.0,5.0
Adam Ludford,RSA,1060,,5.0,2,2,0,0,0,0,0,0,4,0,18,10,0.0,2.5
Laurenz Rudigier,AUT,4827,,5.0,2,2,0,0,0,0,0,0,4,0,29,10,0.0,2.5
Hayato Nakamura,JPN,2333,,5.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,5.0
Alexey Ilin,RUS,4878,,5.0,1,1,0,0,0,0,0,1,2,1,4,5,0.2,5.0
Egor Kryachkov,RUS,96,,5.0,1,1,0,0,0,0,0,1,3,1,9,5,0.2,5.0
Lucas Pedroza Diaz De León,MEX,11211,,5.0,2,2,0,0,0,0,0,0,3,0,12,10,0.0,2.5
Leto Cavé,NED,3596,165.0,5.0,3,3,0,0,0,0,0,1,8,6,34,15,0.06666666666666667,1.6666666666666667
Mandeep Kodan,IND,2650,,5.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,5.0
Mrityunjay Sharma,IND,2655,,5.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,5.0
Franklin Cardenas Vicente,PER,11652,,5.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,5.0
Mark Chan Chong Kiat,SGP,3651,,5.0,4,4,0,0,0,0,0,1,6,3,21,20,0.05,1.25
Rosen Ruev,BUL,12456,,4.91,5,5,0,0,0,0,0,1,6,4,19,25,0.04,0.982
Jean Ouriques,BRA,3147,,4.91,3,3,0,0,0,0,0,1,7,4,21,15,0.06666666666666667,1.6366666666666667
Leopold Fischer,AUT,6054,,4.5,1,1,0,0,0,0,0,1,2,2,4,5,0.2,4.5
Theodoros Konstantakopoulos,GRE,4812,,4.5,3,3,0,0,0,0,0,0,5,0,14,15,0.0,1.5
Erick Córdova A.,HON,6455,,4.5,1,1,0,0,0,0,0,0,2,0,6,5,0.0,4.5
Imashi Hashimoto,JPN,4980,,4.5,1,1,0,0,0,0,0,0,1,0,2,5,0.0,4.5
Ádám Bakurecz,HUN,2191,,4.5,2,2,0,0,0,0,0,0,5,0,27,10,0.0,2.25
Davide Marco Colombo,ITA,953,,4.33,1,1,0,0,0,0,0,0,4,0,11,5,0.0,4.33
Ignacio Fuertes Olles,ESP,5901,,4.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,4.0
Ryan Scurfield,USA,6401,,4.0,1,1,0,0,0,0,0,2,4,7,4,5,0.4,4.0
Adrian Chmiala,POL,2854,,4.0,1,1,0,0,0,0,0,2,4,3,8,5,0.4,4.0
Sam Lavender,AUS,2514,,4.0,4,4,0,0,0,0,0,0,10,0,46,20,0.0,1.0
Alexey Panfilov,KAZ,3367,,4.0,3,3,0,0,0,0,0,0,6,0,25,15,0.0,1.3333333333333333
Yongchen Chen,CHN,11382,,4.0,2,2,0,0,0,0,0,1,6,3,20,10,0.1,2.0
Luis Gerhardt,GER,6420,,4.0,1,1,0,0,0,0,0,2,3,8,8,5,0.4,4.0
Ivaylo Krastev,BUL,4715,,4.0,1,1,0,0,0,0,0,0,3,0,18,5,0.0,4.0
Pierre Eric Goudal,FRA,4708,,4.0,1,1,0,0,0,0,0,1,4,4,8,5,0.2,4.0
Nikolai Michurov,RUS,138,,4.0,2,2,0,0,0,0,0,2,6,6,22,10,0.2,2.0
Chase Gatland,NZL,3727,,4.0,5,5,0,0,0,0,0,1,10,4,33,25,0.04,0.8
Bozhidar Lyubenov,BUL,2423,,4.0,3,3,0,0,0,0,0,1,7,4,24,15,0.06666666666666667,1.3333333333333333
Ignacio Bilmes,ARG,6118,,4.0,1,1,0,0,0,0,0,0,3,0,8,5,0.0,4.0
Jun Shibanuma,JPN,2345,,4.0,1,1,0,0,0,0,0,0,2,0,2,5,0.0,4.0
Jiun-Jie Tzeng ,TPE,2140,,4.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,4.0
Moritz Waldleben,SUI,2789,,4.0,1,1,0,0,0,0,0,2,2,4,4,5,0.4,4.0
Sufriyanto Rindi,INA,3276,,4.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,4.0
David Fitzgerald,IRL,2615,,4.0,1,1,0,0,0,0,0,1,2,1,2,5,0.2,4.0
Yerzhan Beisembayev,KAZ,3368,,4.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,4.0
Melle Vroom,NED,6080,,4.0,1,1,0,0,0,0,0,0,4,0,4,5,0.0,4.0
Maxwell Ayrton,GBR,745,,3.66,3,3,0,0,0,0,0,3,9,8,22,15,0.2,1.22
Benjamin Viberg,DEN,4902,,3.5,1,1,0,0,0,0,0,0,2,0,6,5,0.0,3.5
Bence Gál,HUN,4751,,3.5,1,1,0,0,0,0,0,1,3,7,10,5,0.2,3.5
Wolter Westdijk,NED,6081,,3.5,1,1,0,0,0,0,0,0,3,0,9,5,0.0,3.5
Martin Mayer,GER,6197,,3.5,1,1,0,0,0,0,0,0,2,0,3,5,0.0,3.5
Piotr Schab,POL,2851,,3.5,1,1,0,0,0,0,0,1,2,2,4,5,0.2,3.5
Or Miniely,ISR,4003,,3.5,2,2,0,0,0,0,0,1,4,3,8,10,0.1,1.75
Zoltán Komjáti,HUN,2177,,3.5,2,2,0,0,0,0,0,2,4,8,8,10,0.2,1.75
Anton Sviridov,RUS,121,,3.5,1,1,0,0,0,0,0,1,4,2,15,5,0.2,3.5
Andrew Funk,CAN,6392,,3.33,1,1,0,0,0,0,0,0,2,0,3,5,0.0,3.33
Romain Desgranges,FRA,437,,3.33,2,2,0,0,0,0,0,2,6,7,22,10,0.2,1.665
Gediminas  Monastyreckis ,LTU,6247,,3.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,3.0
Andreas Aufschnaiter,AUT,1238,,3.0,1,1,0,0,0,0,0,1,4,5,15,5,0.2,3.0
Patryk Moskal,POL,6119,,3.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,3.0
Bogdan Rus,ROU,5841,,3.0,3,3,0,0,0,0,0,1,5,3,20,15,0.06666666666666667,1.0
Roman Kucera,CZE,1365,,3.0,6,6,0,0,0,0,0,4,9,15,28,30,0.13333333333333333,0.5
Samuel Ometz,SUI,6422,,3.0,1,1,0,0,0,0,0,1,2,2,5,5,0.2,3.0
Markus Grünebach,GER,4981,,3.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,3.0
Dimitrios Sparis,GRE,6198,,3.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,3.0
David Piccolruaz,ITA,924,,3.0,2,2,0,0,0,0,0,3,6,6,18,10,0.3,1.5
Falco Filotto,BOT,4442,,3.0,3,3,0,0,0,0,0,3,10,7,18,15,0.2,1.0
Ivo Häfliger,SUI,6246,,3.0,1,1,0,0,0,0,0,1,2,5,6,5,0.2,3.0
Marek Jeliga,CZE,1437,171.0,3.0,3,3,0,0,0,0,0,1,6,5,24,15,0.06666666666666667,1.0
Seymur Camalzade,AZE,6154,,3.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,3.0
Seongmin Eom,KOR,2065,,3.0,1,1,0,0,0,0,0,2,3,2,9,5,0.4,3.0
Pedro  Avelar,BRA,3153,,3.0,2,2,0,0,0,0,0,0,1,0,4,10,0.0,1.5
Ode Rifaldi Ridjaya,INA,11454,,3.0,4,4,0,0,0,0,0,0,10,0,35,20,0.0,0.75
Donghyeon Kim,KOR,2094,,3.0,1,1,0,0,0,0,0,1,2,3,4,5,0.2,3.0
Nazaret Calvente Santana,ESP,799,,3.0,2,2,0,0,0,0,0,2,5,5,12,10,0.2,1.5
Saeed Safari,IRI,3499,,3.0,2,2,0,0,0,0,0,0,2,0,7,10,0.0,1.5
Zohrab Shahbalaye,AZE,4399,,3.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,3.0
Remo Lehmann,SUI,4322,,3.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,3.0
Pawel Jelonek,POL,6421,,3.0,1,1,0,0,0,0,0,1,3,2,12,5,0.2,3.0
Matthew Storer,AUS,5859,,3.0,1,1,0,0,0,0,0,1,2,1,3,5,0.2,3.0
Alessandro Gandolfo,ITA,5317,,3.0,1,1,0,0,0,0,0,2,3,8,9,5,0.4,3.0
Arnaud Ansion,BEL,327,,3.0,5,5,0,0,0,0,0,4,7,10,14,25,0.16,0.6
Mark Scanlon,IRL,2601,,2.66,2,2,0,0,0,0,0,0,3,0,12,10,0.0,1.33
Petro Markevych,UKR,4620,,2.66,1,1,0,0,0,0,0,0,3,0,12,5,0.0,2.66
Terence Saramandif,MRI,12915,176.0,2.66,1,1,0,0,0,0,0,0,0,0,0,5,0.0,2.66
William Pair,USA,6402,,2.66,1,1,0,0,0,0,0,0,1,0,3,5,0.0,2.66
Matus Kostka,SVK,4825,,2.66,1,1,0,0,0,0,0,0,3,0,5,5,0.0,2.66
Dmitri Karaman,CAN,6395,,2.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,2.5
Guy Lifshitz,ISR,4013,,2.5,2,2,0,0,0,0,0,0,0,0,0,10,0.0,1.25
Jorge Loredo Duran,MEX,13635,,2.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,2.0
Cingiz Tagizade,AZE,6165,,2.0,2,2,0,0,0,0,0,0,3,0,10,10,0.0,1.0
Mats Habermann,GER,6423,,2.0,1,1,0,0,0,0,0,1,3,1,6,5,0.2,2.0
Lukas Schnöller,AUT,6164,,2.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,2.0
Danny Valencia,ECU,3213,,2.0,4,4,0,0,0,0,0,1,10,4,36,20,0.05,0.5
Jongseok Son,KOR,2084,178.0,2.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,2.0
Oleg Peysakhovich,RUS,206,,2.0,1,1,0,0,0,0,0,1,3,2,8,5,0.2,2.0
Bernhard Röck,AUT,1228,,2.0,1,1,0,0,0,0,0,1,2,5,7,5,0.2,2.0
Nicolai Schaffarczik,GER,5981,,2.0,1,1,0,0,0,0,0,1,3,2,4,5,0.2,2.0
Leo Ketil Bøe,NOR,3066,,2.0,1,1,0,0,0,0,0,1,4,4,12,5,0.2,2.0
Oldrich Klapal,CZE,1415,,2.0,3,3,0,0,0,0,0,1,6,1,12,15,0.06666666666666667,0.6666666666666666
Thibaut Mauron,SUI,4951,,2.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,2.0
Thomas Schmid,SUI,5517,,2.0,1,1,0,0,0,0,0,1,3,2,6,5,0.2,2.0
Ivan Pevec,CRO,3038,,2.0,2,2,0,0,0,0,0,2,3,3,5,10,0.2,1.0
Clement Ozun,FRA,525,,2.0,1,1,0,0,0,0,0,1,3,5,8,5,0.2,2.0
Arian Boszotta,AUT,4829,,2.0,2,2,0,0,0,0,0,0,1,0,2,10,0.0,1.0
Jakub Zietek,POL,2894,175.0,2.0,3,3,0,0,0,0,0,1,7,4,24,15,0.06666666666666667,0.6666666666666666
Yan Jakob,SUI,11501,,2.0,1,1,0,0,0,0,0,1,2,8,8,5,0.2,2.0
Juergen Moosbrugger,AUT,5980,,2.0,1,1,0,0,0,0,0,1,3,1,6,5,0.2,2.0
Nichol Tomas,THA,3940,,2.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,2.0
Seungwoon Cho,KOR,2042,,2.0,3,3,0,0,0,0,0,1,4,2,7,15,0.06666666666666667,0.6666666666666666
Gergő Vályi ,HUN,2203,,2.0,2,2,0,0,0,0,0,2,3,7,9,10,0.2,1.0
Alessandro Santoni,ITA,861,,2.0,1,1,0,0,0,0,0,1,1,2,2,5,0.2,2.0
Bryan Mérida,GUA,6461,,2.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,2.0
Lluc Macià Llobet,ESP,838,194.0,2.0,2,2,0,0,0,0,0,0,4,0,15,10,0.0,1.0
András Király ,HUN,2173,,2.0,2,2,0,0,0,0,0,0,3,0,12,10,0.0,1.0
Benjamin Fenton,CAN,6396,,2.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,2.0
George Sanders,NZL,3728,,1.66,4,4,0,0,0,0,0,0,2,0,11,20,0.0,0.415
Joris Leipus,LTU,4378,179.0,1.66,5,5,0,0,0,0,0,1,7,4,28,25,0.04,0.33199999999999996
Yongsu Lee,KOR,2076,,1.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.5
Anton Young Hong Nielsen,DEN,3861,,1.0,2,2,0,0,0,0,0,0,3,0,13,10,0.0,0.5
Aliaksandr Kliuzhau,BLR,3443,,1.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,1.0
Nikita Logunov,BLR,3436,,1.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,1.0
István Ágh,HUN,4828,,1.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,1.0
Amir Maimuratov,KAZ,3362,182.0,1.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.5
Or Wechsler,ISR,3982,,1.0,1,1,0,0,0,0,0,1,1,3,3,5,0.2,1.0
Ryan Withey,USA,6404,,1.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,1.0
Samuel Carlos   Da Silva,BRA,12018,,1.0,1,1,0,0,0,0,0,0,1,0,7,5,0.0,1.0
Vin Sukapanpotharam,THA,11855,,1.0,1,1,0,0,0,0,0,0,3,0,17,5,0.0,1.0
Jakob Heber Norum,NOR,6192,,1.0,1,1,0,0,0,0,0,1,2,1,7,5,0.2,1.0
Pedro Egg,BRA,11881,,1.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,1.0
Mykola Silevych,UKR,1525,,1.0,4,4,0,0,0,0,0,1,5,3,25,20,0.05,0.25
Matthew Wellington,CAN,1581,,1.0,1,1,0,0,0,0,0,1,4,2,8,5,0.2,1.0
Vojtech Trojan,CZE,1384,,1.0,2,2,0,0,0,0,0,2,5,11,15,10,0.2,0.5
Dömötör Széll,HUN,5986,,1.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.0
Paul Stadlober,AUT,5776,,1.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,1.0
Louis Guignard,SUI,3252,,1.0,1,1,0,0,0,0,0,1,2,8,9,5,0.2,1.0
Sebastian Halenke,GER,3125,177.0,1.0,1,1,0,0,0,0,0,1,4,1,7,5,0.2,1.0
Jerome González Gutiérrez,ESP,786,,1.0,3,3,0,0,0,0,0,3,8,12,30,15,0.2,0.3333333333333333
Aspar Aspar,INA,3278,,1.0,5,5,0,0,0,0,0,2,5,10,14,25,0.08,0.2
Johannes Egger,ITA,11481,179.0,1.0,1,1,0,0,0,0,0,0,3,0,11,5,0.0,1.0
Dylan Barks,USA,10489,,1.0,2,2,0,0,0,0,0,2,6,8,12,10,0.2,0.5
Dmitrii Popov,RUS,185,,1.0,2,2,0,0,0,0,0,1,3,7,14,10,0.1,0.5
Farkas Sikter,HUN,5985,,1.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,1.0
Albert  Ilsaas Suthurst,NOR,3084,,1.0,1,1,0,0,0,0,0,0,2,0,8,5,0.0,1.0
Iris Manuel Matamoros Quero,ESP,7450,,1.0,1,1,0,0,0,0,0,0,3,0,7,5,0.0,1.0
Muhammad Taqiuddin Bin Mohd Zulkifli,MAS,3344,,1.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,1.0
Marvin Silva Kühne,SUI,6327,,1.0,1,1,0,0,0,0,0,1,2,1,6,5,0.2,1.0
Toru Kofukuda,JPN,2308,,1.0,1,1,0,0,0,0,0,1,5,2,11,5,0.2,1.0
